candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
JALIL MIYA,http://myneta.info/bih2005/candidate.php?candidate_id=1425,Mirganj,IND,0,Literate,2000,0,2000,23,GEN,NA,NA,,false,false,Male,,,,,
JAMSHED ASRAF,http://myneta.info/bih2005/candidate.php?candidate_id=39,Balia,JD(U),0,Graduate Professional,35000,0,35000,103,GEN,NA,NA,,true,false,Male,,,,,
JAMUN MURMU,http://myneta.info/bih2005/candidate.php?candidate_id=632,Dhamdaha,BSP,0,10th Pass,32000,0,32000,125,GEN,NA,NA,,false,false,Male,,,,,
JANAK SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=398,Taraiya,BJP,4,Graduate,3905662,118037,3787625,38,GEN,NA,NA,,false,true,Male,,,,,
JANARDAN MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=35,Belhar,JD(U),0,10th Pass,1993000,300000,1693000,157,GEN,NA,NA,,false,false,Male,,,,,
JANARDAN MISTRI,http://myneta.info/bih2005/candidate.php?candidate_id=1130,Katoria,IND,0,5th Pass,0,0,0,158,GEN,NA,NA,,false,false,Male,,,,,
JANARDAN PANDIT,http://myneta.info/bih2005/candidate.php?candidate_id=1526,Parbatta,ABJS,0,10th Pass,28500,0,28500,163,GEN,NA,NA,,false,false,Male,,,,,
JANARDAN SINGH SIGRIWAL,http://myneta.info/bih2005/candidate.php?candidate_id=393,Jalalpur,BJP,3,Graduate,433000,276527,156473,40,GEN,NA,NA,,false,false,Male,,,,,
JANARDAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=3,Narpatganj,BJP,0,Post Graduate,1307408,521724,785684,128,GEN,NA,NA,,false,false,Male,,,,,
JANG  BAHADUR  RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1192,Barhara,IND,0,Literate,31000,0,31000,197,GEN,NA,NA,,false,false,Male,,,,,
JANG BAHADUR DAS,http://myneta.info/bih2005/candidate.php?candidate_id=793,Kharagpur,BSP,0,Post Graduate,524000,0,524000,162,GEN,NA,NA,,false,false,Male,,,,,
JANKI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1151,Cheria Bariarpur,SP,0,Literate,102349,0,102349,108,GEN,NA,NA,,false,false,Female,,,,,
JANKI MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=2026,Bathnaha,IND,0,8th Pass,42000,0,42000,68,GEN,NA,NA,,false,false,Male,,,,,
JAVED BEG,http://myneta.info/bih2005/candidate.php?candidate_id=2092,Raghunathpur,CPI(ML)(L),0,Post Graduate,1966146,129783,1836363,34,GEN,NA,NA,,false,false,Male,,,,,
JAWAHAR  ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1210,Sandesh,IND,0,Graduate,250000,40000,210000,196,GEN,NA,NA,,false,false,Male,,,,,
JAWAHAR HEMBRAM,http://myneta.info/bih2005/candidate.php?candidate_id=762,Thakurganj,BSP,0,8th Pass,10000,0,10000,134,GEN,NA,NA,,false,false,Male,,,,,
JAWAHAR LAL CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1229,Buxar,CPM,3,Literate,451472,50000,401472,201,GEN,NA,NA,,false,true,Male,,,,,
JAWAHAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=351,Chenari,RJD,1,8th Pass,327716,0,327716,215,SC,NA,NA,,false,false,Male,,,,,
JAWAHAR RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1203,Piro,IND,0,Graduate,250000,40000,210000,205,GEN,NA,NA,,false,false,Male,,,,,
JAWAHAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1661,Minapur,IND,0,10th Pass,240000,5000,235000,63,GEN,NA,NA,,false,false,Male,,,,,
JAWAID KARIM,http://myneta.info/bih2005/candidate.php?candidate_id=1381,Gaya Town,NLP,0,Others,12607000,0,12607000,232,GEN,NA,NA,,false,false,Male,,,,,
JAWED IQBAL ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=34,Banka,RJD,0,Doctorate,4311659,265363,4046296,156,GEN,NA,NA,,false,false,Male,,,,,
JAY PRAKASH URAON,http://myneta.info/bih2005/candidate.php?candidate_id=905,Kasba,BSP,0,8th Pass,768000,0,768000,138,GEN,NA,NA,,false,false,Male,,,,,
JEETENDRA KUMAR RAI,http://myneta.info/bih2005/candidate.php?candidate_id=396,Marhaura,JD(U),0,Graduate,3445500,273282,3172218,39,GEN,NA,NA,,true,false,Male,,,,,
JHAREE LAL DAS,http://myneta.info/bih2005/candidate.php?candidate_id=697,Hayaghat,BSP,0,Graduate,704000,0,704000,92,GEN,NA,NA,,false,false,Male,,,,,
JITAN RAM MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=135,Barachatti,JD(U),3,Graduate,250000,0,250000,236,SC,NA,NA,,false,false,Male,,,,,
JITENDRA BHARTI,http://myneta.info/bih2005/candidate.php?candidate_id=511,Bagha,BSP,0,Post Graduate,271500,0,271500,2,SC,NA,NA,,false,false,Male,,,,,
JITENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1770,Bikram,SP,0,Graduate,5000,0,5000,194,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=277,Asthawan,JD(U),0,Doctorate,2417000,0,2417000,175,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1803,Mokameh,IND,0,12th Pass,16000,0,16000,183,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1383,Gaya Town,IND,0,Graduate,11000,0,11000,232,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1232,Buxar,SSD,0,10th Pass,405000,0,405000,201,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=604,Chapra,BSP,1,12th Pass,139400,0,139400,41,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1279,Manigachhi,IND,1,10th Pass,143000,0,143000,84,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=1952,Baniapur,IND,0,Graduate,700860,100000,600860,36,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1691,Asthawan,SAP,0,8th Pass,134000,0,134000,175,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1160,Colgong,SP,0,10th Pass,351000,0,351000,148,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1379,Gaya Mufassil,IND,0,Literate,185000,0,185000,231,GEN,NA,NA,,false,false,Male,,,,,
JITENDRA YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1643,Gaighatti,CPI(ML)(L),0,Graduate,376500,0,376500,61,GEN,NA,NA,,false,false,Male,,,,,
JIWACHH MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=654,Jokihat,BSP,0,5th Pass,150000,5000,145000,132,GEN,NA,NA,,false,false,Male,,,,,
JUGAL RAVIDAS,http://myneta.info/bih2005/candidate.php?candidate_id=817,Nawada,BSP,0,10th Pass,100000,0,100000,239,GEN,NA,NA,,false,false,Male,,,,,
JYOTI,http://myneta.info/bih2005/candidate.php?candidate_id=80,Sahar,INC,0,Doctorate,4939409,599053,4340356,206,SC,NA,NA,,true,false,Female,,,,,
JYOTI KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1869,Purnea,IND,0,12th Pass,0,0,0,139,GEN,NA,NA,,false,false,Male,,,,,
JYOTI RASHMI,http://myneta.info/bih2005/candidate.php?candidate_id=1890,Dehri,IND,0,Literate,1860165,0,1860165,217,GEN,NA,NA,,false,false,Female,,,,,
JYOTISH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1557,Alamnagar,IND,0,Graduate,56000,0,56000,123,GEN,NA,NA,,false,false,Male,,,,,
KAILASH KUMAR SAH,http://myneta.info/bih2005/candidate.php?candidate_id=1603,Madhubani,SP,0,Post Graduate,429732,0,429732,78,GEN,NA,NA,,false,false,Male,,,,,
KAILASH MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1876,Rupauli,IND,0,12th Pass,27000,0,27000,124,GEN,NA,NA,,false,false,Male,,,,,
KAILASH RAJAK,http://myneta.info/bih2005/candidate.php?candidate_id=1485,Kadwa,IND,0,12th Pass,10000,0,10000,143,GEN,NA,NA,,false,false,Male,,,,,
KAILASH RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1748,Rajauli,IND,0,Literate,105000,0,105000,240,SC,NA,NA,,false,false,Male,,,,,
KAILASH RAY,http://myneta.info/bih2005/candidate.php?candidate_id=1678,Paru,IND,0,5th Pass,39000,0,39000,53,GEN,NA,NA,,false,false,Male,,,,,
KAIMUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1298,Dhaka,MUL,0,5th Pass,365000,0,365000,14,GEN,NA,NA,,false,false,Male,,,,,
KALAMUDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1290,Adapur,AJVD,0,Literate,487500,0,487500,13,GEN,NA,NA,,false,false,Male,,,,,
KALAWATI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1593,Laukaha,IND,0,Illiterate,5401000,0,5401000,82,GEN,NA,NA,,false,false,Female,,,,,
KALIKA  SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1216,Shahpur,IND,1,Graduate,200000,45000,155000,199,GEN,NA,NA,,false,false,Male,,,,,
KALIM AKHTAR,http://myneta.info/bih2005/candidate.php?candidate_id=700,Harsidhi,BSP,2,8th Pass,962000,432200,529800,19,GEN,NA,NA,,false,false,Male,,,,,
KALU LAL,http://myneta.info/bih2005/candidate.php?candidate_id=1538,Kishanganj,IND,0,8th Pass,50000,0,50000,122,GEN,NA,NA,,false,false,Male,,,,,
KALYAN MITRA,http://myneta.info/bih2005/candidate.php?candidate_id=1470,Barari,IND,0,Graduate,605666,50000,555666,141,GEN,NA,NA,,false,false,Male,,,,,
KAMAL DEO CHAUPAL,http://myneta.info/bih2005/candidate.php?candidate_id=524,Bakhri,BJP,1,5th Pass,543750,0,543750,109,SC,NA,NA,,false,true,Male,,,,,
KAMAL KISHORE PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1705,Harnaut,IND,0,12th Pass,155291,0,155291,182,GEN,NA,NA,,false,false,Male,,,,,
KAMALA PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1902,Karakat,SAP,0,10th Pass,55000,0,55000,207,GEN,NA,NA,,false,false,Male,,,,,
KAMALA PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=947,Taraiya,BSP,0,Post Graduate,13653442,3720890,9932552,38,GEN,NA,NA,,true,false,Male,,,,,
KAMALESHWAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1677,Paru,IND,0,10th Pass,129872,0,129872,53,GEN,NA,NA,,false,false,Male,,,,,
KAMATA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1886,Dehri,CPI(ML)(L),0,8th Pass,9200,0,9200,217,GEN,NA,NA,,false,false,Male,,,,,
KAMESHWAR MAJHI,http://myneta.info/bih2005/candidate.php?candidate_id=2095,Raghunathpur,IND,0,10th Pass,82000,0,82000,34,GEN,NA,NA,,false,false,Male,,,,,
KAMESHWAR PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=882,Ramnagar,LJP,2,10th Pass,4498411,676757,3821654,3,GEN,NA,NA,,true,true,Male,,,,,
KAMESHWAR PD. SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2013,Sheohar,IND,0,Literate,0,0,0,66,GEN,NA,NA,,false,false,Male,,,,,
KAMESHWAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1452,Bhabhua,SP,0,Graduate,70000,100000,-30000,212,GEN,NA,NA,,false,false,Male,,,,,
KAMESHWAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1985,Masrakh,IND,2,10th Pass,32939310,2283000,30656310,37,GEN,NA,NA,,true,true,Male,,,,,
KAMESHWAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=641,Dinara,INC,0,12th Pass,2792837,0,2792837,209,GEN,NA,NA,,true,false,Male,,,,,
KAMLA PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1716,Nalanda,IND,0,10th Pass,750000,0,750000,178,GEN,NA,NA,,false,false,Male,,,,,
KAMLESH PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=875,Siwan,BSP,0,12th Pass,15500,0,15500,29,GEN,NA,NA,,false,false,Male,,,,,
KAMLESHWARI MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=775,Kishanganj,BSP,0,12th Pass,664951,49752,615199,122,GEN,NA,NA,,false,false,Male,,,,,
KAMLI MAHATO,http://myneta.info/bih2005/candidate.php?candidate_id=44,Begusarai,CPI,0,Graduate,1089,0,1089,105,GEN,NA,NA,,false,false,Male,,,,,
KAMOD RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1336,Raxaul,IND,0,10th Pass,50000,0,50000,10,GEN,NA,NA,,false,false,Male,,,,,
KAMRUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=2091,Raghunathpur,SP,1,Literate,400175,0,400175,34,GEN,NA,NA,,false,false,Male,,,,,
KANT LAL RISHI,http://myneta.info/bih2005/candidate.php?candidate_id=334,Banmankhi,RJD,0,Literate,54408,0,54408,126,SC,NA,NA,,false,false,Male,,,,,
KAPIL DEB KAMAT,http://myneta.info/bih2005/candidate.php?candidate_id=237,Babubarhi,JD(U),1,8th Pass,7238506,25000,7213506,77,GEN,NA,NA,,false,false,Male,,,,,
KAPIL DEO PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=2036,Majorganj,IND,0,Literate,0,0,0,69,SC,NA,NA,,false,false,Male,,,,,
KAPIL DEO ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1041,Narpatganj,SAP,0,10th Pass,1872714,253894,1618820,128,GEN,NA,NA,,false,false,Male,,,,,
KAPIL DEW,http://myneta.info/bih2005/candidate.php?candidate_id=2072,Darauli,SP,0,Post Graduate,580000,25000,555000,31,GEN,NA,NA,,false,false,Male,,,,,
KAPILDEO CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1719,Rajgir,IND,0,Post Graduate,902000,80000,822000,177,SC,NA,NA,,true,false,Male,,,,,
KAPILDEO MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1448,Jhajha,IND,0,Graduate,247500,0,247500,160,GEN,NA,NA,,false,false,Male,,,,,
KAPILESHWAR LAL,http://myneta.info/bih2005/candidate.php?candidate_id=1820,Patna Central,IND,0,Post Graduate,620000,320561,299439,189,GEN,NA,NA,,true,false,Male,,,,,
KARU MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=1362,Bodh Gaya,IND,0,Literate,271250,0,271250,235,SC,NA,NA,,false,false,Male,,,,,
KARU RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1724,Gobindpur,IND,0,Literate,393000,0,393000,241,GEN,NA,NA,,false,false,Male,,,,,
KARU RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1740,Nawada,IND,0,5th Pass,660000,0,660000,239,GEN,NA,NA,,false,false,Male,,,,,
KASHI GOPE,http://myneta.info/bih2005/candidate.php?candidate_id=1829,Patna East,IND,0,5th Pass,110000,89000,21000,190,GEN,NA,NA,,true,false,Male,,,,,
KASHI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2094,Raghunathpur,IND,0,Literate,186000,0,186000,34,GEN,NA,NA,,false,false,Male,,,,,
KASI NATH RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1903,Karakat,SSD,0,Post Graduate,0,0,0,207,GEN,NA,NA,,false,false,Male,,,,,
KAUSHALENDRA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1974,Manjhi,IND,0,12th Pass,1404000,0,1404000,35,GEN,NA,NA,,false,false,Male,,,,,
KAUSLANDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1710,Islampur,NCP,0,Graduate,3298611,48000,3250611,179,GEN,NA,NA,,false,false,Male,,,,,
KAVI KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1830,Patna West,IND,0,12th Pass,73000,0,73000,188,GEN,NA,NA,,false,false,Male,,,,,
KEDAR NATH SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=399,Masrakh,JD(U),4,Graduate,3738768,23895,3714873,37,GEN,NA,NA,,true,true,Male,,,,,
KEDAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=623,Darbhanga Rural,BSP,0,10th Pass,6500,0,6500,88,SC,NA,NA,,false,false,Male,,,,,
KEDAR PRASAD KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=2061,Basantpur,IJP,0,Post Graduate,430000,0,430000,27,GEN,NA,NA,,false,false,Male,,,,,
KEDAR SAHANI,http://myneta.info/bih2005/candidate.php?candidate_id=808,Minapur,BSP,0,10th Pass,170550,0,170550,63,GEN,NA,NA,,false,false,Male,,,,,
KESHAV PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=582,Bikramganj,CPI,0,12th Pass,200000,0,200000,208,GEN,NA,NA,,false,false,Male,,,,,
KHALIKUJJAMA,http://myneta.info/bih2005/candidate.php?candidate_id=1259,Darbhanga,RLD,0,Literate,130000,0,130000,89,GEN,NA,NA,,false,false,Male,,,,,
KHARA NAND THAKUR,http://myneta.info/bih2005/candidate.php?candidate_id=920,Sonbarsa,CPI,0,Graduate,112221,0,112221,121,GEN,NA,NA,,false,false,Male,,,,,
KHURSHED   ALIAS FIROZ ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=477,Sikta,INC,5,10th Pass,2916297,613218,2303079,5,GEN,NA,NA,,true,true,Male,,,,,
KHUSHI LAL CHOUPAL,http://myneta.info/bih2005/candidate.php?candidate_id=1285,Manigachhi,IND,0,5th Pass,25950,0,25950,84,GEN,NA,NA,,false,false,Male,,,,,
KHWAJA BAHAUDDIN AHAMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1483,Kadwa,CPI(ML)(L),0,Literate,15000,0,15000,143,GEN,NA,NA,,true,false,Male,,,,,
KHWAJA SHAHID,http://myneta.info/bih2005/candidate.php?candidate_id=548,Barsoi,NCP,0,Graduate Professional,165705,0,165705,144,GEN,NA,NA,,false,false,Male,,,,,
KIRAN DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=2008,Sheikhpura,SP,0,Literate,75000,0,75000,173,GEN,NA,NA,,false,false,Female,,,,,
KIRAN DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=150,Kateya,RJD,0,10th Pass,8739000,0,8739000,21,GEN,NA,NA,,false,false,Female,,,,,
KIRAN KUMAR CHOUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1640,Bochaha,IND,0,Graduate,33000,0,33000,60,SC,NA,NA,,false,false,Male,,,,,
KISHORE KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1606,Phulparas,RLD,2,Graduate,2921000,323000,2598000,81,GEN,NA,NA,,false,true,Male,,,,,
KISHORE KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=363,Sonbarsa,IND,21,Graduate,1402366,516819,885547,121,GEN,NA,NA,,false,true,Male,,,,,
KISHORI LAL AGRAWAL,http://myneta.info/bih2005/candidate.php?candidate_id=1665,Muzaffarpur,IND,0,12th Pass,810535,80000,730535,59,GEN,NA,NA,,true,false,Female,,,,,
KISUN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1327,Motihari,IND,0,5th Pass,111000,0,111000,12,GEN,NA,NA,,false,false,Male,,,,,
KR. KESHAV SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2015,Sheohar,IND,0,Graduate,400000,0,400000,66,GEN,NA,NA,,false,false,Male,,,,,
KRIPANAND JHA,http://myneta.info/bih2005/candidate.php?candidate_id=566,Benipatti,CPI,2,12th Pass,374000,0,374000,73,GEN,NA,NA,,false,true,Male,,,,,
KRISHNA  PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1408,Gopalganj,IND,0,12th Pass,0,0,0,24,GEN,NA,NA,,false,false,Male,,,,,
KRISHNA CHAND MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=658,Nabinagar,BSP,0,Graduate,782000,0,782000,218,GEN,NA,NA,,false,false,Male,,,,,
KRISHNA DEV RAI,http://myneta.info/bih2005/candidate.php?candidate_id=902,Pupri,BSP,0,Graduate,87714,0,87714,72,GEN,NA,NA,,false,false,Male,,,,,
KRISHNA KUMAR RISHI,http://myneta.info/bih2005/candidate.php?candidate_id=333,Banmankhi,BJP,3,12th Pass,165000,0,165000,126,SC,NA,NA,,false,false,Male,,,,,
KRISHNA KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=560,Belaganj,BJP,1,Post Graduate,50171665,2432500,47739165,229,GEN,NA,NA,,true,false,Male,,,,,
KRISHNA MURARI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1069,Kurtha,SP,0,Graduate,469436,0,469436,225,GEN,NA,NA,,false,false,Male,,,,,
KRISHNA MURARI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1093,Goh,IND,0,Graduate,530000,0,530000,223,GEN,NA,NA,,false,false,Male,,,,,
KRISHNA PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=535,Barachatti,LJP,0,Graduate,266000,0,266000,236,SC,NA,NA,,false,false,Male,,,,,
KRISHNA PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=885,Sikta,BJP,0,Graduate,5122525,1054839,4067686,5,GEN,NA,NA,,true,false,Male,,,,,
Krishna Prasad Singh,http://myneta.info/bih2005/candidate.php?candidate_id=985,Begusarai : Bye-election on 15-09-2009,BJP,1,Graduate,984903,242000,742903,105,GEN,NA,NA,,true,false,Male,,,,,
KRISHNA SHAHI,http://myneta.info/bih2005/candidate.php?candidate_id=1424,Mirganj,IND,2,10th Pass,546000,0,546000,23,GEN,NA,NA,,false,false,Male,,,,,
KRISHNACHANDRA  PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=767,Lakhisarai,LJP,0,Graduate,10220163,127345,10092818,172,GEN,NA,NA,,true,false,Male,,,,,
KRISHNADEV RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1650,Kanti,AD,0,Literate,10000,0,10000,56,GEN,NA,NA,,false,false,Male,,,,,
KRISHNANAND ALIAS ASHOK KUWAR,http://myneta.info/bih2005/candidate.php?candidate_id=1224,Brahmpur,IND,1,Graduate Professional,0,0,0,200,GEN,NA,NA,,false,true,Male,,,,,
KRISHNANANDAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=113,Pipra,BJP,0,12th Pass,92600,24961,67639,17,SC,NA,NA,,true,false,Male,,,,,
KRISHNANDAN PRASAD VARMA,http://myneta.info/bih2005/candidate.php?candidate_id=161,Makhdumpur,RJD,0,Graduate,2637240,9977,2627263,226,GEN,NA,NA,,false,false,Male,,,,,
KRIT NARAYAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1126,Belhar,IND,0,10th Pass,1000,0,1000,157,GEN,NA,NA,,false,false,Male,,,,,
KSHAMESHWAR PRASAD MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1535,Kishanganj,IND,0,10th Pass,1211500,215000,996500,122,GEN,NA,NA,,false,false,Male,,,,,
KU. SIDESHWAR VIDYARATHI,http://myneta.info/bih2005/candidate.php?candidate_id=507,Aurangabad,BSP,0,Graduate Professional,10260,30500,-20240,220,GEN,NA,NA,,false,false,Male,,,,,
KUMAR GAUTAM,http://myneta.info/bih2005/candidate.php?candidate_id=1350,Atri,IND,0,Graduate,725000,77500,647500,238,GEN,NA,NA,,false,false,Male,,,,,
KUMAR INDRADEO PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1760,Bakhtiarpur,SP,1,Post Graduate,32277000,0,32277000,185,GEN,NA,NA,,true,true,Male,,,,,
KUMAR RAJ MANORANJAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1709,Hilsa,IND,1,Post Graduate,425200,0,425200,180,GEN,NA,NA,,true,true,Male,,,,,
KUMAR RAVI ANAND,http://myneta.info/bih2005/candidate.php?candidate_id=587,Bochaha,BSP,0,12th Pass,113000,0,113000,60,SC,NA,NA,,false,false,Male,,,,,
KUMAR SARVJEET,http://myneta.info/bih2005/candidate.php?candidate_id=1026,Bodh Gaya : Bye-election on 15-09-2009,LJP,0,Graduate Professional,5160000,2000,5158000,235,SC,NA,NA,,true,false,Male,,,,,
KUMAR URAON,http://myneta.info/bih2005/candidate.php?candidate_id=907,Purnea,BSP,0,12th Pass,723600,0,723600,139,GEN,NA,NA,,false,false,Male,,,,,
KUMARI SAVITRI,http://myneta.info/bih2005/candidate.php?candidate_id=50,Cheria Bariarpur,RJD,0,12th Pass,2266812,0,2266812,108,GEN,NA,NA,,false,false,Female,,,,,
KUMARI SHOBHA,http://myneta.info/bih2005/candidate.php?candidate_id=2111,Chhatapur,SP,0,Literate,55000,0,55000,114,SC,NA,NA,,false,false,Male,,,,,
KUNTI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1428,Jahanabad,CPI(ML)(L),2,Literate,113500,0,113500,227,GEN,NA,NA,,false,true,Female,,,,,
KUSHWAHA RAJBAL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2085,Maharajganj,SP,0,Graduate,517200,0,517200,33,GEN,NA,NA,,false,false,Male,,,,,
KUSUM DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=627,Deo,LJP,0,10th Pass,882000,0,882000,219,SC,NA,NA,,false,false,Female,,,,,
LAKHAN HANSDA,http://myneta.info/bih2005/candidate.php?candidate_id=1562,Kishanganj,IND,0,12th Pass,40500,0,40500,122,GEN,NA,NA,,false,false,Male,,,,,
