candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,party_eci
BHAGWAN SINGH RAJPOOT,http://myneta.info/2008mp/candidate.php?candidate_id=289,Udaipura,INC,0,Graduate Professional,20636001,503000,20133001,140,GEN,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Indian National Congress
BHAGWANDAS,http://myneta.info/2008mp/candidate.php?candidate_id=1532,Bijawar,IND,0,Literate,166000,0,166000,52,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
BHAGWANDAS,http://myneta.info/2008mp/candidate.php?candidate_id=1861,Gwalior Rural,IND,0,12th Pass,26624,0,26624,14,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
BHAGWANDAS SABNANI,http://myneta.info/2008mp/candidate.php?candidate_id=70,Huzur,IND,5,12th Pass,2567843,0,2567843,155,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Independent
BHAI ASHOK KUMAR KUSHWAHA,http://myneta.info/2008mp/candidate.php?candidate_id=1617,Chitrakoot,IJP,0,12th Pass,427700,0,427700,61,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Indian Justice Party
BHAI KIRAN  SINGH BADOLE,http://myneta.info/2008mp/candidate.php?candidate_id=585,Bhagwanpura,CPI,1,12th Pass,50000,0,50000,186,ST,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Male,Communist Party of India
BHAI MADHAV SINGH SISODIYA,http://myneta.info/2008mp/candidate.php?candidate_id=976,Jawad,BSP,0,Literate,246250,0,246250,230,GEN,NEEMUCH,MALWA PLATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
BHAI PRABHAT KUMAR PANDE (BADE BABBU),http://myneta.info/2008mp/candidate.php?candidate_id=593,Bahoriband,IND,0,12th Pass,7647660,366905,7280755,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Independent
BHAI RAJESH SEN,http://myneta.info/2008mp/candidate.php?candidate_id=2818,Satna,RPI(A),0,Graduate,77500,0,77500,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Republican Party of India (A)
BHAI SHOBHNATH SEN,http://myneta.info/2008mp/candidate.php?candidate_id=1275,Amarpatan,LJP,0,12th Pass,65443,0,65443,66,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Lok Janshakti Party
BHAI VINOD KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2316,Mangawan,IND,0,12th Pass,15000,0,15000,73,SC,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BHAI VISHNU PANDAY,http://myneta.info/2008mp/candidate.php?candidate_id=982,Panna,BSP,0,5th Pass,3246784,0,3246784,60,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Bahujan Samaj Party
BHAIYA LAL KEVAT,http://myneta.info/2008mp/candidate.php?candidate_id=2708,Rampur-Baghelan,IND,0,Not Given,0,0,0,67,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BHAIYA SAHAB LODHI,http://myneta.info/2008mp/candidate.php?candidate_id=406,Pichhore,BJSH,0,Graduate,1601539,35978,1565561,26,GEN,SHIVPURI,GIRD ZONE,,TRUE,FALSE,Male,Bharatiya Jan Shakti
BHAIYALAL BEITE,http://myneta.info/2008mp/candidate.php?candidate_id=738,Ghoradongri,SP,0,5th Pass,319750,0,319750,132,ST,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
BHAJAN SING,http://myneta.info/2008mp/candidate.php?candidate_id=1454,Bhainsdehi,JMM,0,Not Given,234000,20000,214000,133,ST,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Jharkhand Mukti Morcha
BHAJAN WALKE,http://myneta.info/2008mp/candidate.php?candidate_id=1181,Baihar,GMS,0,Post Graduate,642000,0,642000,108,ST,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Gondwana Mukti Sena
BHANU SINGH BALU BHURIYA,http://myneta.info/2008mp/candidate.php?candidate_id=903,Jhabua,IND,0,Graduate,65000,0,65000,193,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Independent
BHANWAR RAJA MANAVENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=75,Maharajpur,IND,0,Graduate,6330000,0,6330000,48,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
BHANWARLAL MEGHWAL,http://myneta.info/2008mp/candidate.php?candidate_id=2443,Neemuch,LJP,0,8th Pass,30000,0,30000,229,GEN,NEEMUCH,MALWA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
BHARAT,http://myneta.info/2008mp/candidate.php?candidate_id=2788,Sanchi,IND,0,Graduate,10000,0,10000,142,SC,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
BHARAT KALBELE,http://myneta.info/2008mp/candidate.php?candidate_id=1184,Lanji,IND,0,Not Given,1339000,0,1339000,109,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
BHARAT SEN ADVOCATE,http://myneta.info/2008mp/candidate.php?candidate_id=1451,Betul,GMS,0,Graduate Professional,613843,2026,611817,131,GEN,BETUL,SATPURA PLATEAU,,TRUE,FALSE,Male,Gondwana Mukti Sena
BHARAT SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=1497,Bhojpur,IND,0,Graduate,15000,0,15000,141,GEN,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
BHARAT SING PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=1714,Depalpur,SP,0,12th Pass,746000,200000,546000,203,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
BHAROSI,http://myneta.info/2008mp/candidate.php?candidate_id=2630,Pohari,IND,0,Literate,262747,0,262747,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
BHAV SINGH LODHI,http://myneta.info/2008mp/candidate.php?candidate_id=1972,Jabera,BJSH,0,12th Pass,2584000,20000,2564000,56,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
BHAVSAR AVASE,http://myneta.info/2008mp/candidate.php?candidate_id=1176,Pansemal,IND,0,12th Pass,1160000,0,1160000,189,ST,BARWANI,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
BHAWANIDEEN AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1578,Chandla,JD(U),0,10th Pass,79000,0,79000,49,SC,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Janata Dal (United)
BHAWAR SINGH PAWAR RATNYAKHEDI,http://myneta.info/2008mp/candidate.php?candidate_id=2401,Nagada-Khachrod,BJSH,0,8th Pass,921000,176000,745000,212,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
BHEEKAM SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2782,Sanchi,IND,0,12th Pass,984368,0,984368,142,SC,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
BHEEKAM SINGH PIPPAL,http://myneta.info/2008mp/candidate.php?candidate_id=1655,Dabra,IND,0,12th Pass,530000,0,530000,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
BHEROLAL,http://myneta.info/2008mp/candidate.php?candidate_id=2581,Pichhore,IND,0,Literate,120000,6500,113500,26,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
BHERULAL BHANWARLAL KILORIYA (BHERU DADA),http://myneta.info/2008mp/candidate.php?candidate_id=562,Jawad,IND,0,Graduate,9729797,708009,9021788,230,GEN,NEEMUCH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
BHIM DHURAVE,http://myneta.info/2008mp/candidate.php?candidate_id=2494,Pandhurna,SP,0,12th Pass,385000,500000,-115000,128,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
BHIM SINGH ASKE,http://myneta.info/2008mp/candidate.php?candidate_id=818,Bagali,IND,0,12th Pass,918000,0,918000,174,ST,DEWAS,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
BHIMSEN,http://myneta.info/2008mp/candidate.php?candidate_id=1190,Waraseoni,IND,1,Graduate,820000,0,820000,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,TRUE,Male,Independent
BHOGIRAM,http://myneta.info/2008mp/candidate.php?candidate_id=1219,Berasia,IND,0,12th Pass,32300,0,32300,149,SC,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
BHOLARAM,http://myneta.info/2008mp/candidate.php?candidate_id=2555,Pathariya,IND,0,10th Pass,550000,150000,400000,54,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
BHOOP SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2989,Silwani,IND,0,Literate,30000,0,30000,143,GEN,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
BHOOPENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=336,Khurai,BJP,0,Graduate Professional,22199000,2917609,19281391,36,GEN,SAGAR,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
BHOOPENDRA SINGH (MURARI),http://myneta.info/2008mp/candidate.php?candidate_id=2858,Semariya,IND,0,12th Pass,3308800,0,3308800,69,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
BHUJBAL SINGH AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=666,Berasia,BSP,0,12th Pass,735494,0,735494,149,SC,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
BHUPENDRA BHERO SINGH MUNIA,http://myneta.info/2008mp/candidate.php?candidate_id=3098,Thandla,IND,0,Post Graduate,333000,0,333000,194,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Independent
BHUPENDRA SINGH RAGHUWANSHI,http://myneta.info/2008mp/candidate.php?candidate_id=150,Raghogarh,BJP,0,12th Pass,1882653,80390,1802263,31,GEN,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Bharatiya Janata Party
BHURA CHOUDHARI,http://myneta.info/2008mp/candidate.php?candidate_id=2274,Maihar,IND,0,Not Given,0,0,0,65,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BHURELAL CHOUHAN,http://myneta.info/2008mp/candidate.php?candidate_id=681,Ghoradongri,IND,0,12th Pass,367601,300000,67601,132,ST,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
BHURIYA VEERSINGH,http://myneta.info/2008mp/candidate.php?candidate_id=211,Thandla,INC,0,12th Pass,3166494,36000,3130494,194,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Indian National Congress
BHUVATA BARDE,http://myneta.info/2008mp/candidate.php?candidate_id=717,Badwani,BSP,0,Literate,238000,0,238000,190,ST,BARWANI,NIMAR VALLEY,,FALSE,FALSE,Male,Bahujan Samaj Party
BHUWAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=836,Dindori,SP,0,8th Pass,500,0,500,104,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Samajwadi Party
BHUWANLAL THAKUR,http://myneta.info/2008mp/candidate.php?candidate_id=2081,Keolari,IND,0,10th Pass,3800000,0,3800000,116,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BIRABAL SINGH JATAV,http://myneta.info/2008mp/candidate.php?candidate_id=3065,Sumawali,GMS,0,12th Pass,56000,0,56000,5,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Gondwana Mukti Sena
BIRENDRA,http://myneta.info/2008mp/candidate.php?candidate_id=2200,Lahar,IND,1,12th Pass,51000,0,51000,11,GEN,BHIND,GIRD ZONE,,FALSE,TRUE,Male,Independent
BIRENDRA RAGHUVANSI,http://myneta.info/2008mp/candidate.php?candidate_id=404,Shivpuri,INC,1,12th Pass,16390711,9753244,6637467,25,GEN,SHIVPURI,GIRD ZONE,,TRUE,FALSE,Male,Indian National Congress
BIRENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1647,Dabra,IND,0,Not Given,85000,27000,58000,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
BISAHULAL SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=7,Anuppur,INC,0,Graduate,66995160,2000000,64995160,87,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Indian National Congress
BISHAN KUMAR WARKADE,http://myneta.info/2008mp/candidate.php?candidate_id=2473,Niwas,BSP,0,Not Given,1420000,0,1420000,106,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Bahujan Samaj Party
BISHRAM SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=977,Pawai,GGP,0,Not Given,96000,50000,46000,58,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondvana Gantantra Party
BITTU SINGH KOURAV,http://myneta.info/2008mp/candidate.php?candidate_id=3085,Tendukheda,GMS,0,Illiterate,1800000,0,1800000,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Gondwana Mukti Sena
BNMNE PURANLAL,http://myneta.info/2008mp/candidate.php?candidate_id=733,Amla,IND,0,10th Pass,475000,25000,450000,130,SC,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
BODH SINGH BHAGAT,http://myneta.info/2008mp/candidate.php?candidate_id=34,Waraseoni,BJP,0,Graduate,9767754,1830055,7937699,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,,TRUE,FALSE,Male,Bharatiya Janata Party
BRAHMANAND CHOUDHARY,http://myneta.info/2008mp/candidate.php?candidate_id=2918,Shajapur,BJSH,0,Graduate,5737560,500000,5237560,167,GEN,SHAJAPUR,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
BRAHMANAND RATNAKAR,http://myneta.info/2008mp/candidate.php?candidate_id=57,Berasia,BJP,0,8th Pass,5086209,295000,4791209,149,SC,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
BRAHMDUTT MISHRA ALIAS CHOTE,http://myneta.info/2008mp/candidate.php?candidate_id=2334,Mauganj,IND,0,10th Pass,2412000,0,2412000,71,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BRAJ KISHOR,http://myneta.info/2008mp/candidate.php?candidate_id=3064,Sumawali,IND,1,12th Pass,520000,0,520000,5,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
BRAJ KISHORE,http://myneta.info/2008mp/candidate.php?candidate_id=1652,Dabra,IND,0,10th Pass,30000,0,30000,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
BRAJ KUMAR SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=755,Narela,BJSH,0,Post Graduate,17529384,2386799,15142585,151,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
BRAJENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=427,Prithvipur,INC,0,Post Graduate,30550312,0,30550312,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,TRUE,FALSE,Male,Indian National Congress
BRAJENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1214,Mehgaon,SP,0,8th Pass,977000,0,977000,12,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Samajwadi Party
BRAJESH KUMAR NARWARIYA,http://myneta.info/2008mp/candidate.php?candidate_id=1645,Dabra,IND,0,Not Given,75000,0,75000,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
BRAJESH SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=622,Gwalior East,BSP,0,12th Pass,3412074,259102,3152972,16,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Bahujan Samaj Party
BRAJESH SINGH BHADAURIA,http://myneta.info/2008mp/candidate.php?candidate_id=952,Sabalgarh,RSMD,1,12th Pass,3930000,0,3930000,3,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,RSMD
BRAJESH. KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=3081,Tendukheda,IND,0,10th Pass,20000,0,20000,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
BRAJMOHAN PARIHAR,http://myneta.info/2008mp/candidate.php?candidate_id=856,Dabra,RSMD,0,Graduate,1000000,0,1000000,19,SC,GWALIOR,GIRD ZONE,,TRUE,FALSE,Male,RSMD
BRAJMOHAN PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=2698,Rajnagar,IND,0,Illiterate,500000,0,500000,50,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
BRANDAVAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=260,Joura,INC,3,Graduate,457617,0,457617,4,GEN,MORENA,GIRD ZONE,,FALSE,TRUE,Male,Indian National Congress
BRIJBIHARI PATERIYA,http://myneta.info/2008mp/candidate.php?candidate_id=340,Deori,INC,0,Graduate,20351000,475000,19876000,38,GEN,SAGAR,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Indian National Congress
BRIJENDRA KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1707,Deotalab,IND,0,8th Pass,500000,0,500000,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BRIJENDRA PRATAP SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=283,Pawai,BJP,0,Graduate Professional,6427210,4334277,2092933,58,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Bharatiya Janata Party
BRIJENDRA TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=160,Bhitarwar,BJP,1,Post Graduate,15201617,2662587,12539030,18,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Bharatiya Janata Party
BRIJENDRANATH SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1104,Sidhi,IND,0,Graduate Professional,14015000,0,14015000,77,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BRIJESH CHAURASIA,http://myneta.info/2008mp/candidate.php?candidate_id=2258,Maihar,BJSH,1,12th Pass,4115052,762000,3353052,65,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bharatiya Jan Shakti
BRIJKISHORE SHARMA (VIJAY BABA),http://myneta.info/2008mp/candidate.php?candidate_id=1870,Gwalior South,IND,0,Not Given,3613000,80000,3533000,17,GEN,GWALIOR,GIRD ZONE,,TRUE,FALSE,Male,Independent
BRIJLAL,http://myneta.info/2008mp/candidate.php?candidate_id=2637,Prithvipur,IND,0,Not Given,0,0,0,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
BRIJMOHAN,http://myneta.info/2008mp/candidate.php?candidate_id=2622,Pohari,IND,0,Literate,576500,0,576500,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
BRIJMOHAN DHOOT (KAKAJI),http://myneta.info/2008mp/candidate.php?candidate_id=121,Khategaon,BJP,0,Graduate,16819994,0,16819994,173,GEN,DEWAS,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
BRIJMOHAN PARSAI,http://myneta.info/2008mp/candidate.php?candidate_id=3046,Sohagpur,IND,0,Not Given,3744500,0,3744500,138,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
BRIJMOHAN SAXENA VAKIL,http://myneta.info/2008mp/candidate.php?candidate_id=2690,Rajgarh,SP,0,Graduate Professional,300000,0,300000,162,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
BRIJRAJ SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=395,Sheopur,INC,0,Graduate Professional,5927479,1119436,4808043,1,GEN,SHEOPUR,GIRD ZONE,,FALSE,FALSE,Male,Indian National Congress
BUDDHI LAL SAKET,http://myneta.info/2008mp/candidate.php?candidate_id=3036,Sirmour,IND,0,10th Pass,60000,0,60000,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
BUDDHSEN RATHOUR,http://myneta.info/2008mp/candidate.php?candidate_id=2186,Kotma,RSP,0,10th Pass,1411550,0,1411550,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Revolutionary Socialist Party
BUDDHSEN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1980,Jaisinghnagar,CPM,0,10th Pass,529435,0,529435,84,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Communist Party of India (Marxist)
BUDHRAM DEVGADE,http://myneta.info/2008mp/candidate.php?candidate_id=2224,Lanji,BJSH,0,Literate,6259808,0,6259808,109,GEN,BALAGHAT,CHHATTISGARH PLAINS,,TRUE,FALSE,Male,Bharatiya Jan Shakti
CAMRAD RAMESH DHANAK,http://myneta.info/2008mp/candidate.php?candidate_id=1307,Ashok Nagar,IND,0,8th Pass,145000,0,145000,32,SC,ASHOK NAGAR,GIRD ZONE,,FALSE,FALSE,Male,Independent
CAPTAIN V. P. SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1229,Govindpura,IND,0,Post Graduate,7870304,2250872,5619432,154,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Independent
CH. AVADESH SINGH YADAV (BADA BABBU),http://myneta.info/2008mp/candidate.php?candidate_id=3080,Tendukheda,IND,0,8th Pass,5049500,50000,4999500,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
CHAIN SINGH BHUPAT SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2527,Paraswada,IND,0,Graduate,200000,0,200000,110,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
CHAIN SINGH WARKADE,http://myneta.info/2008mp/candidate.php?candidate_id=2472,Niwas,IND,1,Graduate,1422856,1772000,-349144,106,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Independent
CHAITRAM MANEKAR,http://myneta.info/2008mp/candidate.php?candidate_id=39,Amla,BJP,0,12th Pass,810000,0,810000,130,SC,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
CHAMANLAL KHAIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1439,Beohari,IND,3,10th Pass,561000,0,561000,83,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,TRUE,Male,Independent
CHAMANLAL UIKE,http://myneta.info/2008mp/candidate.php?candidate_id=3133,Timarni,GMS,0,Others,16000,0,16000,134,ST,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Gondwana Mukti Sena
CHAMMU LAL,http://myneta.info/2008mp/candidate.php?candidate_id=1415,Bargi,IND,0,Not Given,2350000,0,2350000,96,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
CHAMPALAL DEWDA,http://myneta.info/2008mp/candidate.php?candidate_id=123,Bagali,BJP,0,8th Pass,1958264,0,1958264,174,ST,DEWAS,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
CHANDAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2638,Prithvipur,SP,0,Graduate Professional,1146222,120000,1026222,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Samajwadi Party
CHANDAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1608,Chitrakoot,SP,1,12th Pass,1645500,350000,1295500,61,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Samajwadi Party
CHANDAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1117,Tikamgarh,IND,0,Not Given,0,0,0,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
CHANDAVATI,http://myneta.info/2008mp/candidate.php?candidate_id=740,Bhainsdehi,IND,0,Literate,101200,599998,-498798,133,ST,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Female,Independent
CHANDBHAN BHAIYA,http://myneta.info/2008mp/candidate.php?candidate_id=104,Damoh,INC,1,8th Pass,19549396,1090000,18459396,55,GEN,DAMOH,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Indian National Congress
CHANDR SHEKHAR DHURVE,http://myneta.info/2008mp/candidate.php?candidate_id=2309,Mandla,IND,2,Graduate,6887000,35000,6852000,107,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,TRUE,Male,Independent
CHANDRA BHAN MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=2179,Kotma,IND,4,Not Given,1000000,0,1000000,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
CHANDRA BHAN SINGH KIRAR,http://myneta.info/2008mp/candidate.php?candidate_id=957,Morena,SP,0,12th Pass,1341000,411200,929800,6,GEN,MORENA,GIRD ZONE,,TRUE,FALSE,Male,Samajwadi Party
CHANDRA KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2153,Kolaras,IND,0,10th Pass,270000,100000,170000,27,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
CHANDRA PRAKASH SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=567,Sabalgarh,BSP,0,Post Graduate,12921565,250000,12671565,3,GEN,MORENA,GIRD ZONE,,TRUE,FALSE,Male,Bahujan Samaj Party
CHANDRA SEKHAR,http://myneta.info/2008mp/candidate.php?candidate_id=1461,Bhander,IND,0,Not Given,27000,0,27000,21,SC,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
CHANDRA SINGH SOLANKI,http://myneta.info/2008mp/candidate.php?candidate_id=2094,Khandwa,IND,0,Post Graduate,4268000,0,4268000,177,SC,KHANDWA,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
CHANDRABHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1345,Bahoriband,RPI(A),0,12th Pass,71000,0,71000,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Republican Party of India (A)
CHANDRABHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1665,Damoh,IND,0,8th Pass,53000,0,53000,55,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
